SK_ID_CURR,TARGET
127204,0.31
127207,0.43
127215,0.35
127226,0.3
127230,0.35
127244,0.36
127247,0.36
127249,0.32
127259,0.4
127299,0.33
127304,0.28
127308,0.37
127309,0.3
127313,0.39
127316,0.33
127317,0.32
127318,0.32
127333,0.35
127334,0.37
127336,0.23
127346,0.43
127370,0.28
127375,0.46
127390,0.26
127392,0.27
127398,0.32
127400,0.25
127402,0.35
127407,0.37
127412,0.33
127413,0.3
127415,0.41
127418,0.48
127425,0.32
127432,0.25
127436,0.27
127448,0.33
127449,0.32
127463,0.36
127464,0.49
127468,0.43
127481,0.27
127492,0.38
127495,0.27
127496,0.31
127501,0.22
127508,0.41
127531,0.39
127554,0.38
127562,0.42
127565,0.24
127567,0.33
127582,0.33
127593,0.33
127595,0.29
127614,0.29
127627,0.36
127630,0.37
127638,0.27
127639,0.34
127641,0.35
127643,0.31
127665,0.35
127674,0.32
127676,0.39
127693,0.33
127701,0.33
127702,0.3
127709,0.37
127720,0.4
127733,0.23
127739,0.33
127753,0.36
127756,0.27
127757,0.49
127777,0.27
127810,0.34
127811,0.38
127821,0.46
127835,0.31
127839,0.34
127870,0.32
127878,0.47
127887,0.38
127918,0.33
127919,0.38
127920,0.27
127932,0.38
127933,0.38
127953,0.34
127955,0.32
127957,0.27
127961,0.4
127967,0.36
127970,0.34
127975,0.29
127985,0.28
127991,0.35
127997,0.37
127999,0.28
128004,0.38
128005,0.28
128015,0.31
128018,0.51
128044,0.4
128046,0.36
128047,0.36
128048,0.39
128054,0.4
128066,0.42
128070,0.31
128071,0.34
128094,0.37
128095,0.37
128099,0.41
128116,0.31
128130,0.28
128132,0.35
128133,0.38
128140,0.34
128154,0.4
128156,0.46
128160,0.36
128165,0.42
128166,0.28
128169,0.31
128171,0.4
128177,0.35
128178,0.38
128182,0.29
128191,0.42
128199,0.41
128213,0.41
128214,0.42
128216,0.35
128217,0.32
128226,0.45
128229,0.39
128232,0.25
128246,0.4
128273,0.27
128274,0.22
128283,0.35
128284,0.27
128294,0.38
128295,0.36
128297,0.3
128300,0.37
128314,0.22
128317,0.34
128339,0.38
128340,0.34
128342,0.31
128343,0.29
128364,0.34
128368,0.43
128377,0.38
128380,0.34
128383,0.4
128407,0.37
128409,0.31
128423,0.37
128428,0.37
128433,0.37
128438,0.43
128439,0.29
128446,0.21
128447,0.36
128450,0.43
128455,0.42
128457,0.33
128464,0.37
128465,0.32
128471,0.35
128474,0.36
128483,0.4
128514,0.44
128516,0.47
128519,0.31
128528,0.35
128529,0.34
128536,0.38
128541,0.29
128542,0.3
128545,0.33
128557,0.28
128560,0.32
128568,0.35
128571,0.25
128578,0.31
128582,0.29
128588,0.47
128597,0.35
128610,0.24
128619,0.35
128630,0.35
128680,0.31
128684,0.31
128687,0.34
128699,0.39
128702,0.29
128704,0.35
128710,0.47
128720,0.39
128724,0.22
128727,0.43
128744,0.37
128745,0.37
128760,0.29
128766,0.38
128770,0.44
128782,0.49
128822,0.31
128830,0.49
128836,0.38
128845,0.31
128858,0.3
128859,0.38
128860,0.34
128874,0.28
128880,0.3
128882,0.37
128883,0.53
128884,0.37
128892,0.45
128905,0.41
128910,0.33
128912,0.42
128915,0.35
128917,0.4
128937,0.38
128942,0.35
128945,0.35
128957,0.42
128962,0.22
128970,0.34
128985,0.41
128986,0.39
128992,0.31
128994,0.33
129003,0.36
129005,0.41
129010,0.33
129024,0.42
129038,0.43
129042,0.38
129049,0.3
129062,0.33
129067,0.48
129070,0.37
129073,0.28
129074,0.35
129088,0.3
129090,0.32
129101,0.33
129102,0.37
129106,0.51
129108,0.41
129120,0.51
129122,0.27
129123,0.43
129135,0.35
129141,0.44
129152,0.31
129160,0.38
129168,0.27
129174,0.38
129178,0.36
129183,0.28
129187,0.32
129197,0.47
129200,0.39
129205,0.31
129222,0.29
129230,0.32
129235,0.35
129251,0.33
129274,0.38
129282,0.22
129284,0.45
129298,0.29
129299,0.39
129311,0.39
129312,0.39
129313,0.28
129314,0.35
129321,0.34
129329,0.32
129330,0.37
129332,0.44
129338,0.36
129345,0.29
129349,0.38
129353,0.33
129357,0.3
129358,0.4
129365,0.29
129376,0.33
129380,0.42
129382,0.38
129402,0.29
129403,0.3
129412,0.3
129441,0.5
129442,0.34
129448,0.34
129466,0.35
129475,0.33
129483,0.38
129484,0.3
129499,0.32
129501,0.38
129508,0.34
129510,0.38
129526,0.35
129527,0.47
129533,0.38
129535,0.49
129536,0.38
129545,0.43
129553,0.34
129557,0.36
129560,0.4
129576,0.31
129580,0.46
129585,0.39
129587,0.35
129597,0.42
129611,0.35
129619,0.37
129622,0.37
129631,0.3
129632,0.4
129640,0.41
129647,0.34
129658,0.39
129676,0.31
129683,0.39
129685,0.38
129701,0.26
129706,0.41
129707,0.27
129720,0.41
129727,0.46
129728,0.36
129768,0.28
129775,0.31
129790,0.42
129804,0.26
129805,0.39
129813,0.27
129816,0.32
129823,0.34
129826,0.53
129831,0.41
129833,0.33
129851,0.23
129857,0.44
129860,0.31
129914,0.39
129926,0.37
129933,0.38
129939,0.42
129949,0.34
129959,0.36
129962,0.42
129963,0.37
129964,0.39
129977,0.27
129985,0.32
129987,0.27
129992,0.29
130002,0.21
130016,0.35
130045,0.38
130048,0.42
130051,0.3
130053,0.32
130056,0.24
130061,0.36
130062,0.39
130065,0.38
130066,0.36
130070,0.42
130079,0.31
130080,0.23
130098,0.36
130109,0.27
130110,0.35
130116,0.36
130125,0.42
130134,0.48
130137,0.45
130138,0.39
130146,0.39
130148,0.42
130154,0.33
130156,0.39
130158,0.33
130159,0.39
130177,0.38
130186,0.51
130204,0.4
130205,0.38
130206,0.3
130211,0.41
130217,0.43
130218,0.38
130235,0.4
130236,0.37
130239,0.35
130256,0.36
130260,0.34
130261,0.3
130262,0.33
130263,0.41
130264,0.37
130266,0.36
130277,0.41
130278,0.35
130281,0.41
130297,0.35
130302,0.38
130320,0.36
130325,0.45
130329,0.32
130338,0.45
130339,0.44
130340,0.36
130344,0.44
130347,0.37
130353,0.37
130358,0.42
130366,0.42
130371,0.3
130374,0.36
130389,0.33
130390,0.36
130404,0.34
130426,0.41
130440,0.25
130449,0.47
130451,0.37
130452,0.33
130453,0.41
130463,0.27
130466,0.29
130467,0.32
130475,0.32
130489,0.44
130490,0.29
130495,0.35
130497,0.38
130499,0.27
130504,0.39
130513,0.27
130528,0.35
130533,0.37
130543,0.46
130567,0.44
130571,0.34
130572,0.31
130589,0.36
130592,0.4
130603,0.35
130623,0.41
130641,0.4
130687,0.37
130690,0.32
130698,0.42
130707,0.38
130709,0.32
130718,0.41
130722,0.27
130732,0.41
130735,0.35
130757,0.28
130760,0.32
130771,0.3
130772,0.42
130774,0.28
130779,0.29
130795,0.39
130828,0.42
130833,0.34
130843,0.29
130855,0.42
130871,0.3
130878,0.37
130885,0.43
130889,0.34
130894,0.38
130896,0.33
130905,0.26
130906,0.37
130930,0.32
130931,0.38
130943,0.31
130946,0.38
130947,0.4
130950,0.25
130954,0.29
130966,0.38
130983,0.38
131003,0.4
131005,0.27
131009,0.27
131013,0.45
131027,0.36
131030,0.52
131031,0.36
131033,0.37
131039,0.28
131045,0.34
131057,0.38
131072,0.38
131084,0.25
131088,0.3
131089,0.33
131091,0.3
131093,0.25
131114,0.43
131118,0.42
131123,0.37
131130,0.34
131144,0.27
131162,0.33
131163,0.3
131166,0.28
131179,0.36
131181,0.34
131183,0.37
131219,0.37
131227,0.34
131231,0.4
131235,0.49
131242,0.26
131251,0.38
131257,0.29
131263,0.29
131268,0.36
131271,0.34
131275,0.38
131286,0.28
131290,0.26
131300,0.24
131306,0.45
131316,0.32
131321,0.36
131322,0.38
131326,0.29
131333,0.35
131335,0.37
131352,0.33
131354,0.29
131366,0.37
131373,0.34
131388,0.32
131394,0.33
131404,0.37
131405,0.38
131411,0.35
131416,0.43
131421,0.34
131424,0.42
131426,0.4
131443,0.35
131470,0.34
131471,0.34
131476,0.29
131477,0.25
131479,0.36
131493,0.45
131495,0.37
131496,0.27
131498,0.38
131504,0.28
131525,0.48
131528,0.25
131548,0.33
131549,0.33
131550,0.46
131557,0.34
131564,0.3
131565,0.25
131576,0.43
131602,0.46
131628,0.38
131629,0.37
131641,0.36
131647,0.36
131664,0.34
131677,0.31
131681,0.28
131682,0.33
131688,0.33
131690,0.31
131691,0.33
131709,0.34
131713,0.29
131719,0.28
131733,0.33
131734,0.4
131743,0.39
131747,0.26
131748,0.39
131758,0.29
131759,0.42
131764,0.37
131771,0.38
131788,0.33
131791,0.37
131798,0.44
131810,0.39
131812,0.31
131815,0.29
131823,0.33
131824,0.3
131828,0.34
131844,0.38
131846,0.24
131848,0.37
131863,0.3
131864,0.39
131889,0.34
131890,0.35
131892,0.33
131895,0.3
131896,0.37
131897,0.38
131905,0.42
131906,0.35
131907,0.37
131914,0.32
131921,0.39
131922,0.36
131925,0.35
131936,0.35
131941,0.3
131950,0.35
131952,0.39
131959,0.4
131983,0.35
131987,0.37
131994,0.27
132004,0.44
132009,0.36
132012,0.39
132013,0.36
132014,0.39
132028,0.5
132054,0.33
132061,0.38
132062,0.31
132078,0.44
132082,0.5
132086,0.34
132089,0.32
132095,0.3
132109,0.42
132110,0.35
132121,0.29
132125,0.26
132127,0.33
132128,0.42
132134,0.32
132139,0.32
132141,0.28
132149,0.41
132150,0.33
132152,0.38
132153,0.41
132164,0.34
132179,0.38
132182,0.34
132189,0.43
132193,0.34
132194,0.3
132195,0.35
132208,0.44
132211,0.31
132212,0.45
132216,0.28
132219,0.37
132223,0.41
132238,0.32
132242,0.31
132268,0.29
132275,0.27
132276,0.32
132279,0.31
132289,0.51
132290,0.26
132300,0.51
132319,0.38
132340,0.3
132344,0.38
132345,0.28
132346,0.35
132352,0.34
132353,0.24
132358,0.45
132381,0.4
132382,0.33
132383,0.23
132410,0.23
132419,0.31
132423,0.36
132432,0.39
132434,0.41
132440,0.38
132441,0.27
132452,0.31
132453,0.36
132456,0.35
132459,0.23
132462,0.34
132463,0.4
132468,0.4
132485,0.42
132490,0.35
132500,0.45
132521,0.4
132555,0.34
132560,0.31
132562,0.32
132575,0.36
132587,0.34
132591,0.32
132611,0.49
132615,0.35
132617,0.41
132622,0.47
132629,0.29
132638,0.34
132642,0.28
132658,0.44
132664,0.35
132668,0.35
132676,0.36
132704,0.37
132707,0.37
132719,0.39
132723,0.56
132724,0.34
132732,0.4
132754,0.4
132756,0.39
132766,0.34
132767,0.33
132775,0.4
132776,0.4
132785,0.3
132787,0.41
132793,0.41
132807,0.3
132811,0.32
132818,0.34
132834,0.31
132846,0.4
132861,0.37
132870,0.37
132882,0.34
132884,0.32
132885,0.43
132888,0.41
132898,0.43
132912,0.32
132916,0.44
132917,0.4
132932,0.43
132940,0.31
132943,0.19
132962,0.37
132965,0.44
132969,0.32
132974,0.37
132977,0.35
132978,0.36
132982,0.28
132983,0.32
132996,0.24
133006,0.32
133007,0.35
133025,0.34
133027,0.33
133033,0.39
133038,0.38
133040,0.32
133041,0.24
133044,0.4
133053,0.29
133063,0.31
133065,0.29
133083,0.34
133084,0.32
133091,0.44
133092,0.3
133107,0.34
133111,0.36
133122,0.32
133132,0.36
133140,0.34
133147,0.37
133150,0.33
133168,0.4
133170,0.35
133184,0.29
133228,0.27
133229,0.3
133230,0.4
133232,0.4
133242,0.45
133246,0.42
133247,0.32
133253,0.37
133268,0.35
133271,0.31
133272,0.46
133296,0.35
133299,0.38
133302,0.4
133315,0.33
133330,0.3
133331,0.43
133332,0.35
133333,0.39
133334,0.43
133361,0.43
133363,0.3
133404,0.37
133412,0.42
133418,0.4
133422,0.35
133426,0.45
133450,0.36
133465,0.37
133468,0.33
133469,0.27
133474,0.28
133479,0.36
133490,0.38
133492,0.32
133495,0.3
133496,0.37
133501,0.41
133502,0.34
133511,0.39
133515,0.3
133528,0.42
133539,0.23
133551,0.29
133564,0.33
133569,0.44
133570,0.29
133578,0.35
133586,0.36
133587,0.36
133597,0.39
133608,0.43
133624,0.37
133626,0.4
133645,0.46
133655,0.34
133658,0.37
133659,0.38
133660,0.32
133664,0.26
133684,0.45
133685,0.34
133688,0.38
133706,0.35
133713,0.31
133723,0.28
133730,0.34
133733,0.41
133760,0.32
133762,0.35
133777,0.23
133793,0.3
133816,0.37
133818,0.32
133824,0.36
133841,0.41
133850,0.35
133877,0.29
133880,0.38
133887,0.34
133889,0.49
133896,0.42
133916,0.45
133920,0.37
133936,0.32
133939,0.32
133940,0.3
133942,0.4
133956,0.31
133957,0.44
133965,0.29
133972,0.4
133973,0.31
134008,0.34
134016,0.48
134039,0.36
134040,0.39
134045,0.32
134050,0.36
134056,0.41
134082,0.4
134085,0.39
134089,0.28
134102,0.37
134118,0.31
134131,0.22
134135,0.32
134137,0.32
134150,0.28
134159,0.37
134183,0.34
134186,0.33
134211,0.32
134216,0.3
134217,0.36
134218,0.26
134230,0.36
134233,0.25
134234,0.26
134236,0.48
134241,0.22
134242,0.38
134273,0.39
134277,0.25
134287,0.34
134293,0.33
134302,0.22
134306,0.5
134307,0.27
134325,0.34
134330,0.37
134334,0.31
134338,0.48
134339,0.3
134348,0.34
134355,0.3
134369,0.4
134387,0.27
134399,0.38
134400,0.24
134405,0.38
134407,0.31
134433,0.37
134448,0.36
134460,0.3
134463,0.38
134467,0.36
134485,0.32
134486,0.37
134490,0.44
134494,0.34
134501,0.39
134508,0.22
134512,0.38
134514,0.41
134519,0.36
134528,0.42
134536,0.35
134540,0.4
134546,0.3
134549,0.44
134558,0.29
134560,0.4
134588,0.48
134590,0.33
134591,0.32
134594,0.37
134622,0.31
134626,0.3
134639,0.34
134649,0.24
134654,0.39
134658,0.39
134683,0.34
134688,0.5
134689,0.43
134697,0.33
134698,0.34
134718,0.27
134742,0.35
134751,0.39
134760,0.34
134763,0.38
134764,0.35
134765,0.34
134773,0.3
134790,0.32
134794,0.28
134802,0.4
134805,0.27
134807,0.37
134812,0.41
134813,0.43
134823,0.37
134824,0.37
134838,0.4
134841,0.33
134857,0.32
134862,0.37
134865,0.42
134880,0.32
134883,0.35
134884,0.39
134916,0.36
134918,0.32
134919,0.4
134921,0.27
134928,0.5
134943,0.26
134950,0.24
134968,0.4
134971,0.4
134972,0.39
135011,0.32
135013,0.49
135016,0.29
135031,0.36
135036,0.25
135041,0.36
135052,0.34
135053,0.4
135054,0.48
135060,0.4
135072,0.34
135078,0.27
135079,0.36
135090,0.43
135113,0.37
135123,0.3
135128,0.45
135136,0.35
135152,0.27
135163,0.25
135166,0.27
135186,0.25
135188,0.34
135194,0.39
135214,0.34
135220,0.34
135235,0.27
135236,0.34
135241,0.32
135243,0.31
135253,0.37
135258,0.4
135264,0.36
135271,0.36
135274,0.29
135275,0.46
135288,0.3
135290,0.29
135299,0.37
135304,0.38
135309,0.36
135345,0.52
135359,0.3
135360,0.41
135361,0.36
135363,0.35
135365,0.38
135369,0.34
135380,0.22
135387,0.36
135389,0.33
135390,0.4
135393,0.37
135401,0.42
135409,0.46
135410,0.33
135412,0.39
135430,0.39
135434,0.4
135435,0.44
135445,0.41
135449,0.45
135460,0.32
135461,0.35
135491,0.39
135500,0.31
135504,0.35
135506,0.44
135521,0.38
135523,0.43
135527,0.37
135528,0.32
135530,0.4
135540,0.26
135541,0.5
135562,0.41
135578,0.31
135584,0.23
135589,0.45
135590,0.35
135591,0.33
135596,0.28
135607,0.38
135622,0.17
135626,0.36
135635,0.37
135636,0.35
135650,0.34
135656,0.33
135657,0.41
135672,0.36
135673,0.38
135678,0.42
135679,0.36
135684,0.45
135701,0.32
135704,0.35
135713,0.4
135716,0.39
135718,0.34
135723,0.34
135737,0.33
135738,0.34
135745,0.26
135746,0.36
135752,0.38
135755,0.31
135756,0.33
135765,0.25
135778,0.38
135779,0.37
135788,0.26
135803,0.43
135804,0.32
135809,0.34
135811,0.45
135812,0.33
135823,0.37
135834,0.48
135838,0.4
135843,0.36
135847,0.34
135857,0.4
135865,0.4
135872,0.33
135885,0.35
135888,0.33
135899,0.49
135910,0.32
135930,0.35
135941,0.47
135943,0.42
135949,0.36
135950,0.4
135951,0.27
135954,0.39
135966,0.45
135967,0.31
135971,0.36
135974,0.36
135975,0.37
135985,0.32
136004,0.31
136009,0.37
136033,0.38
136041,0.35
136051,0.27
136057,0.3
136070,0.44
136099,0.35
136103,0.31
136114,0.34
136116,0.31
136140,0.41
136160,0.31
136185,0.37
136201,0.31
136211,0.43
136213,0.41
136224,0.39
136234,0.35
136244,0.35
136255,0.32
136257,0.41
136260,0.31
136261,0.35
136263,0.32
136267,0.32
136277,0.32
136289,0.32
136293,0.34
136296,0.25
136302,0.41
136312,0.38
136317,0.43
136337,0.33
136355,0.36
136356,0.41
136383,0.34
136390,0.31
136406,0.34
136416,0.25
136417,0.31
136429,0.37
136440,0.36
136445,0.4
136449,0.28
136454,0.4
136457,0.28
136467,0.39
136474,0.4
136503,0.33
136505,0.33
136558,0.36
136578,0.37
136579,0.34
136582,0.37
136583,0.32
136588,0.4
136593,0.31
136605,0.37
136617,0.3
136620,0.37
136625,0.35
136640,0.35
136643,0.46
136653,0.45
136654,0.37
136660,0.29
136661,0.32
136663,0.39
136683,0.42
136711,0.32
136726,0.4
136730,0.38
136739,0.35
136740,0.38
136745,0.31
136751,0.33
136754,0.28
136758,0.35
136762,0.37
136763,0.34
136778,0.44
136782,0.36
136798,0.39
136808,0.42
136811,0.35
136829,0.41
136832,0.27
136838,0.32
136846,0.33
136848,0.42
136852,0.31
136854,0.33
136856,0.42
136862,0.45
136863,0.42
136885,0.35
136887,0.33
136902,0.4
136918,0.29
136922,0.29
136923,0.27
136929,0.46
136940,0.43
136967,0.35
136968,0.44
136972,0.34
136984,0.39
136993,0.44
136994,0.39
136995,0.4
136999,0.28
137013,0.33
137015,0.42
137023,0.34
137025,0.36
137032,0.37
137033,0.49
137045,0.45
137049,0.32
137051,0.28
137052,0.26
137101,0.38
137119,0.41
137142,0.31
137149,0.34
137166,0.31
137167,0.35
137192,0.37
137193,0.34
137194,0.37
137204,0.45
137214,0.29
137222,0.36
137223,0.4
137234,0.25
137254,0.33
137269,0.3
137284,0.28
137285,0.47
137286,0.39
137287,0.43
137300,0.29
137305,0.37
137313,0.35
137344,0.56
137346,0.34
137354,0.33
137356,0.41
137357,0.35
137364,0.34
137368,0.33
137380,0.39
137383,0.44
137395,0.39
137432,0.3
137433,0.21
137435,0.31
137444,0.36
137453,0.36
137454,0.41
137455,0.36
137456,0.34
137457,0.38
137465,0.3
137476,0.35
137515,0.31
137544,0.3
137549,0.32
137560,0.34
137577,0.4
137590,0.39
137591,0.4
137592,0.38
137595,0.38
137614,0.39
137624,0.36
137640,0.32
137651,0.35
137657,0.28
137658,0.57
137672,0.41
137673,0.32
137687,0.53
137688,0.38
137689,0.32
137700,0.33
137711,0.33
137715,0.29
137718,0.35
137721,0.4
137722,0.41
137726,0.44
137739,0.44
137741,0.21
137743,0.33
137747,0.41
137761,0.38
137796,0.34
137807,0.39
137809,0.26
137824,0.21
137827,0.31
137846,0.38
137862,0.32
137865,0.35
137868,0.26
137875,0.34
137878,0.25
137883,0.35
137888,0.25
137913,0.41
137915,0.27
137934,0.37
137936,0.46
137937,0.41
137942,0.26
137944,0.41
137947,0.39
137960,0.38
137977,0.3
138006,0.38
138007,0.23
138008,0.33
138019,0.34
138021,0.37
138022,0.32
138025,0.32
138044,0.34
138046,0.31
138050,0.32
138068,0.31
138084,0.32
138085,0.39
138086,0.3
138087,0.27
138089,0.45
138100,0.44
138105,0.34
138107,0.34
138127,0.36
138128,0.25
138129,0.32
138131,0.36
138132,0.26
138150,0.42
138156,0.39
138169,0.38
138174,0.39
138177,0.37
138187,0.37
138189,0.46
138193,0.39
138203,0.32
138209,0.34
138237,0.34
138243,0.34
138273,0.38
138274,0.37
138275,0.3
138277,0.37
138285,0.36
138289,0.5
138308,0.27
138313,0.42
138317,0.35
138326,0.34
138327,0.41
138338,0.34
138367,0.26
138377,0.49
138416,0.4
138417,0.28
138419,0.28
138425,0.52
138430,0.29
138454,0.27
138465,0.44
138470,0.36
138480,0.33
138481,0.36
138486,0.37
138492,0.32
138496,0.42
138519,0.42
138520,0.35
138522,0.36
138545,0.29
138556,0.37
138560,0.29
138564,0.34
138573,0.33
138581,0.38
138585,0.36
138591,0.36
138598,0.24
138600,0.36
138602,0.37
138613,0.49
138639,0.27
138651,0.38
138652,0.45
138661,0.36
138674,0.36
138678,0.41
138679,0.35
138686,0.35
138695,0.34
138711,0.42
138728,0.47
138731,0.33
138744,0.45
138752,0.42
138754,0.49
138756,0.28
138770,0.4
138771,0.41
138807,0.32
138818,0.27
138819,0.34
138820,0.36
138831,0.4
138843,0.3
138871,0.33
138873,0.36
138876,0.27
138880,0.4
138881,0.37
138882,0.29
138890,0.36
138892,0.37
138893,0.38
138917,0.29
138921,0.35
138922,0.38
138924,0.31
138926,0.35
138932,0.4
138946,0.38
138959,0.34
138961,0.33
138964,0.36
138968,0.33
138969,0.36
138980,0.38
138992,0.38
139002,0.42
139010,0.28
139011,0.25
139017,0.37
139030,0.31
139032,0.23
139034,0.38
139039,0.35
139049,0.39
139053,0.36
139058,0.34
139062,0.48
139067,0.45
139069,0.4
139070,0.4
139075,0.33
139082,0.22
139092,0.31
139098,0.38
139108,0.24
139127,0.38
139130,0.37
139145,0.35
139164,0.39
139174,0.31
139175,0.32
139178,0.3
139180,0.29
139181,0.47
139186,0.33
139189,0.34
139190,0.4
139191,0.3
139198,0.29
139201,0.34
139204,0.4
139208,0.28
139211,0.43
139215,0.37
139225,0.47
139226,0.37
139231,0.4
139246,0.38
139252,0.4
139256,0.34
139258,0.39
139268,0.32
139272,0.37
139283,0.38
139286,0.35
139289,0.26
139290,0.45
139291,0.35
139293,0.39
139303,0.45
139304,0.34
139307,0.39
139319,0.27
139321,0.4
139326,0.37
139327,0.31
139355,0.38
139363,0.43
139375,0.35
139397,0.39
139412,0.31
139413,0.3
139415,0.3
139416,0.35
139449,0.4
139461,0.33
139462,0.33
139463,0.44
139486,0.41
139493,0.39
139515,0.45
139516,0.43
139522,0.36
139532,0.26
139542,0.45
139545,0.41
139552,0.5
139553,0.43
139555,0.27
139559,0.26
139560,0.29
139564,0.32
139565,0.35
139567,0.27
139568,0.29
139572,0.28
139573,0.4
139592,0.28
139595,0.38
139597,0.48
139598,0.35
139607,0.42
139609,0.46
139628,0.4
139653,0.39
139656,0.5
139661,0.4
139673,0.38
139674,0.37
139683,0.31
139714,0.41
139724,0.23
139737,0.32
139749,0.44
139755,0.23
139756,0.34
139757,0.29
139763,0.35
139769,0.42
139774,0.41
139775,0.42
139777,0.31
139780,0.39
139788,0.48
139794,0.37
139831,0.46
139832,0.33
139834,0.35
139839,0.31
139843,0.42
139844,0.27
139858,0.36
139861,0.42
139864,0.34
139865,0.37
139874,0.37
139876,0.34
139895,0.31
139903,0.41
139917,0.38
139930,0.31
139934,0.37
139935,0.38
139946,0.38
139958,0.27
139977,0.39
139981,0.38
139989,0.38
139992,0.34
139995,0.36
139996,0.28
139997,0.34
140005,0.39
140010,0.48
140018,0.22
140026,0.35
140027,0.39
140031,0.33
140037,0.4
140039,0.32
140040,0.48
140042,0.29
140049,0.49
140084,0.35
140087,0.26
140096,0.37
140101,0.52
140114,0.28
140117,0.44
140129,0.4
140131,0.43
140132,0.26
140136,0.38
140144,0.41
140151,0.41
140172,0.32
140174,0.3
140190,0.42
140196,0.37
140200,0.34
140204,0.34
140223,0.37
140232,0.34
140234,0.42
140237,0.39
140245,0.35
140247,0.45
140248,0.36
140298,0.31
140305,0.42
140311,0.27
140312,0.45
140318,0.4
140325,0.32
140327,0.48
140334,0.46
140337,0.34
140338,0.3
140343,0.32
140376,0.38
140378,0.38
140381,0.3
140382,0.36
140384,0.34
140386,0.42
140390,0.29
140402,0.34
140406,0.27
140425,0.31
140426,0.38
140434,0.32
140435,0.28
140436,0.32
140451,0.35
140452,0.36
140454,0.37
140455,0.35
140483,0.32
140504,0.28
140512,0.37
140518,0.27
140534,0.33
140545,0.3
140546,0.29
140560,0.44
140563,0.39
140564,0.29
140569,0.24
140577,0.43
140638,0.26
140655,0.3
140664,0.43
140669,0.34
140672,0.43
140682,0.37
140693,0.41
140700,0.29
140701,0.31
140704,0.31
140705,0.31
140719,0.3
140749,0.46
140750,0.32
140751,0.51
140752,0.28
140762,0.29
140772,0.4
140778,0.5
140779,0.39
140780,0.35
140802,0.38
140804,0.45
140807,0.29
140813,0.22
140827,0.26
140840,0.35
140845,0.37
140847,0.4
140861,0.36
140862,0.32
140872,0.31
140879,0.34
140880,0.32
140886,0.37
140924,0.42
140938,0.36
140944,0.33
140945,0.35
140961,0.3
140963,0.3
140967,0.36
140982,0.42
140990,0.34
140993,0.26
140996,0.39
141004,0.31
141025,0.64
141030,0.34
141031,0.42
141032,0.36
141067,0.21
141072,0.34
141081,0.33
141084,0.33
141085,0.44
141089,0.34
141090,0.34
141093,0.41
141095,0.33
141110,0.37
141114,0.37
141119,0.55
141147,0.4
141150,0.28
141159,0.38
141160,0.42
141167,0.39
141206,0.18
141213,0.33
141215,0.41
141222,0.42
141255,0.32
141283,0.27
141298,0.49
141306,0.34
141310,0.47
141320,0.32
141323,0.42
141329,0.35
141333,0.36
141339,0.34
141340,0.41
141344,0.31
141345,0.29
141347,0.23
141350,0.3
141356,0.43
141358,0.37
141365,0.37
141368,0.31
141369,0.35
141376,0.35
141377,0.36
141385,0.43
141387,0.27
141388,0.32
141389,0.23
141390,0.32
141409,0.29
141410,0.33
141411,0.4
141414,0.39
141422,0.31
141426,0.28
141457,0.28
141470,0.23
141480,0.41
141481,0.37
141492,0.34
141493,0.38
141496,0.24
141497,0.3
141502,0.44
141503,0.41
141504,0.49
141507,0.43
141515,0.33
141524,0.43
141528,0.38
141540,0.31
141542,0.31
141551,0.48
141573,0.35
141580,0.34
141588,0.32
141596,0.31
141597,0.37
141602,0.41
141608,0.32
141611,0.3
141612,0.36
141618,0.36
141628,0.3
141632,0.49
141634,0.36
141637,0.34
141638,0.36
141639,0.34
141640,0.38
141644,0.4
141654,0.38
141656,0.31
141668,0.34
141717,0.3
141718,0.29
141723,0.41
141743,0.39
141744,0.31
141750,0.29
141753,0.39
141762,0.42
141809,0.4
141815,0.41
141826,0.34
141832,0.33
141840,0.28
141869,0.37
141870,0.41
141887,0.3
141915,0.39
141925,0.34
141945,0.53
141949,0.34
141958,0.36
141959,0.31
141963,0.3
141989,0.38
141995,0.41
141997,0.28
142005,0.4
142008,0.26
142012,0.4
142014,0.3
142025,0.38
142036,0.28
142037,0.24
142038,0.35
142039,0.32
142064,0.37
142065,0.51
142070,0.39
142074,0.34
142079,0.32
142084,0.38
142087,0.45
142102,0.4
142106,0.32
142115,0.34
142120,0.26
142132,0.34
142139,0.35
142142,0.28
142153,0.43
142160,0.43
142162,0.33
142163,0.26
142167,0.33
142168,0.36
142177,0.45
142180,0.37
142183,0.41
142186,0.32
142189,0.23
142195,0.38
142198,0.37
142210,0.38
142215,0.36
142222,0.33
142223,0.46
142224,0.27
142236,0.34
142237,0.29
142239,0.34
142242,0.24
142243,0.32
142244,0.35
142255,0.35
142273,0.31
142289,0.41
142294,0.32
142303,0.35
142305,0.37
142339,0.4
142359,0.44
142361,0.25
142364,0.28
142378,0.45
142380,0.41
142383,0.32
142387,0.34
142393,0.39
142396,0.61
142407,0.46
142409,0.25
142427,0.33
142429,0.45
142430,0.22
142431,0.31
142433,0.36
142439,0.41
142440,0.29
142446,0.29
142459,0.33
142478,0.31
142481,0.4
142491,0.3
142495,0.24
142497,0.34
142510,0.41
142513,0.44
142521,0.25
142529,0.38
142537,0.36
142542,0.38
142558,0.29
142574,0.42
142575,0.37
142579,0.31
142587,0.33
142590,0.5
142610,0.36
142614,0.29
142621,0.36
